N_da_SC;Cod_Obra;Cod_insumo;Descricao_do_insumo;Qt_solicitada;Data_da_SC;Data_SC_chegada_a_obra;N_do_PC;Data_aprovacao_da_NT;Data_emissao_do_PC;Previsao_de_entrega;Quant_entregue;Saldo;Data_da_NF;N_da_NF;Data_entrada_na_obra;Data_vencimento;Status_da_NF
SC0009487;32048;C1045232;"PORTA ESQUADRIA; MODELO: GIRO; MATERIAL: ALUMINIO; COR: NATURAL; ACABAMENTO: ANODIZADO FOSCO; NUMERO DE FOLHAS: 1 FOLHA; DIMENSOES: 215 X 240 CM.";10.0;20/11/2024;05/12/2024;PC0002696;22/11/2024;24/11/2024;;10.0;0.0;23/10/2023;779;10/01/2025;30/01/2025;Aprovado
SC0009487;32048;C1045232;"PORTA ESQUADRIA; MODELO: GIRO; MATERIAL: ALUMINIO; COR: NATURAL; ACABAMENTO: ANODIZADO FOSCO; NUMERO DE FOLHAS: 1 FOLHA; DIMENSOES: 215 X 240 CM.";10.0;20/11/2024;05/12/2024;PC0002696;22/11/2024;24/11/2024;;10.0;0.0;23/10/2023;779;24/11/2024;19/12/2024;NF devolvida
SC0009476;32048;C1359853;"PEDRA REVESTIMENTO; FILETE GRANITO; SUPERFICIE: LISA; COR: BRANCO SIENA; COMPRIMENTO: 950 MM; LARGURA: 30 MM; ESPESSURA: 20 MM.";28.0;19/11/2024;04/12/2024;PC0002698;22/11/2024;22/11/2024;;28.0;0.0;26/09/2023;8066;22/11/2024;19/12/2024;Aprovado
SC0009476;32048;C1359979;"PEDRA REVESTIMENTO; FILETE GRANITO; SUPERFICIE: LISA; COR: BRANCO SIENA; COMPRIMENTO: 1200 MM; LARGURA: 30 MM; ESPESSURA: 20 MM.";36.0;19/11/2024;04/12/2024;PC0002698;22/11/2024;22/11/2024;;36.0;0.0;26/09/2023;8066;22/11/2024;19/12/2024;Aprovado
SC0009523;32633;C1826675;"RALO; LINEAR OCULTO SAIDA LATERAL HORIZONTAL; MATERIAL: ACO INOX; GRELHA: FOSCA; FORMATO DA GRELHA: RETANGULAR; FORMATO DO CORPO: RETANGULAR; DIMENSOES: 55 X 900 MM; ALTURA: 55 MM; DIAMETRO DA SAIDA: 40 MM; REQUISITOS ADICIONAIS: ABERTURA PARA PASSAGEM DE AGUA: 1 CM; TELA DE PROTECAO, CONTRA INSETOS. TELA REMOVIVEL PARA FACILITAR LIMPEZA.";5.0;22/11/2024;22/11/2024;PC0002732;25/11/2024;25/11/2024;;5.0;0.0;27/11/2024;132050;06/12/2024;30/01/2025;Aprovado
SC0009523;32633;C1081192;"PORTA GRELHA; APLICACAO: CAIXA SIFONADA/RALO; MATERIAL: PVC-CLORETO POLIVINILA; FORMATO: QUADRADO; COR: PRATA; DIMENSOES: 150 MM.";20.0;22/11/2024;22/11/2024;PC0002732;25/11/2024;25/11/2024;;20.0;0.0;27/11/2024;132050;06/12/2024;30/01/2025;Aprovado
SC0009523;32633;C1031009;"GRELHA; APLICACAO: RALO; MATERIAL: ACO INOX; FORMATO: QUADRADO; COR: NATURAL; PORTA GRELHA: COM PORTA GRELHA QUADRADO; DIMENSOES: 150 X 150 MM.";20.0;22/11/2024;22/11/2024;PC0002732;25/11/2024;25/11/2024;;20.0;0.0;27/11/2024;132050;06/12/2024;30/01/2025;Aprovado
SC0009523;32633;C1305309;"PORTA GRELHA; APLICACAO: CAIXA SIFONADA/RALO; MATERIAL: PVC-CLORETO POLIVINILA; FORMATO: QUADRADO; COR: BRANCO; DIMENSOES: 100 MM; FAB: TIGRE - REF: 27.61.122.2.";5.0;22/11/2024;22/11/2024;PC0002732;25/11/2024;25/11/2024;;5.0;0.0;27/11/2024;132050;06/12/2024;30/01/2025;Aprovado
SC0009523;32633;C1803335;"GRELHA; APLICACAO: RALO; MATERIAL: PVC; FORMATO: QUADRADO; COR: BRANCO; PORTA GRELHA: SEM PORTA GRELHA; DIMENSOES: 100 X 100 MM; ACESSORIOS: SEM CAIXA.";5.0;22/11/2024;22/11/2024;PC0002732;25/11/2024;25/11/2024;;5.0;0.0;27/11/2024;132050;06/12/2024;30/01/2025;Aprovado
SC0009540;32656;C1099628;"DECORACAO; VELA; MATERIAL: PARAFINA; ACESSORIOS: SEM ACESSORIOS.";100.0;22/11/2024;07/12/2025;PC0002705;22/11/2024;22/11/2024;;100.0;0.0;26/06/2024;4324;22/11/2024;19/12/2024;Aprovado
SC0009540;32656;C1632626;"VIDRO; FORMATO: RETANGULAR; CRISTAL; TRANSPARENCIA: TRANSLUCIDO; COR: INCOLOR; SUPERFICIE: LISO; ESPESSURA: 4,0 MM; LARGURA: 518 MM; COMPRIMENTO: 1006 MM.";100.0;22/11/2024;07/12/2025;PC0002705;22/11/2024;22/11/2024;;100.0;0.0;26/06/2024;4324;22/11/2024;19/12/2024;Aprovado
SC0009540;32656;C1798385;"CAIXA; RETANGULAR; APLICACAO: VALVULA SOLENOIDE; MODELO: 15 ""; MATERIAL/CONSTRUCAO: PLASTICO; FABRICANTE: RAIN BIRD; REFERENCIA: VBJMB; REQUISITOS ADICIONAIS: JUMBO; FAB: RAIN BIRD - REF: VBJMB.";100.0;22/11/2024;07/12/2025;PC0002705;22/11/2024;22/11/2024;;100.0;0.0;26/06/2024;4324;22/11/2024;19/12/2024;Aprovado
SC0009541;32171;C137287;"LAMPADA FLUORESCENTE TUBULAR; BASE: G13; TONALIDADE: SUPER LUZ DO DIA; POTENCIA: 32 W; REQUISITOS ADICIONAIS: TIPO: TUBULAR; BULBO: T10.";2.0;22/11/2024;07/12/2024;PC0002711;22/11/2024;22/11/2024;;2.0;0.0;21/09/2023;27919;22/11/2024;19/12/2024;Aprovado
SC0009541;32171;C137284;"LAMPADA HALOGENA; PALITO; ACABAMENTO: CLARA; BASE: R7S; TENSAO: 220 V; POTENCIA: 300 W; REQUISITOS ADICIONAIS: TAMANHO: 12 X 114,20MM.";10.0;22/11/2024;07/12/2024;PC0002711;22/11/2024;22/11/2024;;10.0;0.0;21/09/2023;27919;22/11/2024;19/12/2024;Aprovado
SC0009541;32171;C1016064;"LAMPADA FLUORESCENTE TUBULAR; BASE: G13; TONALIDADE: BRANCA FRIA; POTENCIA: 18 W; FAB: OSRAM - REF: L18 W/765.";2.0;22/11/2024;07/12/2024;PC0002711;22/11/2024;22/11/2024;;2.0;0.0;21/09/2023;27919;22/11/2024;19/12/2024;Aprovado
SC0009541;32171;C1043836;"REATOR LAMPADA FLUORESCENTE; ELETRONICO; FREQUENCIA: 60 HZ; FATOR DE POTENCIA: ALTO; PARTIDA: RAPIDA; TENSAO: 127/220 V; QUANTIDADE DE LAMPADAS: 2; POTENCIA NOMINAL: 26 W; FAB: INTRAL.";2.0;22/11/2024;07/12/2024;PC0002711;22/11/2024;22/11/2024;;2.0;0.0;21/09/2023;27919;22/11/2024;19/12/2024;Aprovado
SC0009325;02485;C202400000000748;SUPORTE CFTV;2.0;14/11/2024;29/11/2024;PC0002846;02/12/2024;09/12/2024;;2.0;0.0;07/11/2024;20739;09/12/2024;30/01/2025;Aprovado
SC0009325;02485;C202400000000749;SUPORTE CFTV;1.0;14/11/2024;29/11/2024;PC0002846;02/12/2024;09/12/2024;;1.0;0.0;07/11/2024;20739;09/12/2024;30/01/2025;Aprovado
SC0009325;02485;C202400000000750;SUPORTE CFTV;1.0;14/11/2024;29/11/2024;PC0002846;02/12/2024;09/12/2024;;1.0;0.0;07/11/2024;20739;09/12/2024;30/01/2025;Aprovado
SC0009815;32656;C1077124;"TABUA; MATERIAL: PINUS; CLASSIFICACAO: BRUTA; ESPESSURA: 25 MM; LARGURA: 300 MM; COMPRIMENTO: 3,00 M.";158.0;02/12/2024;17/12/2024;PC0002886;04/12/2024;04/12/2024;;158.0;0.0;30/11/2024;1767;04/12/2024;30/01/2025;Aprovado
SC0009815;32656;C1235901;"SARRAFO; MATERIAL: PINUS; CLASSIFICACAO: BRUTA; ESPESSURA: 25 MM; LARGURA: 100 MM; COMPRIMENTO: 3,00 M.";158.0;02/12/2024;17/12/2024;PC0002886;04/12/2024;04/12/2024;;158.0;0.0;30/11/2024;1767;04/12/2024;30/01/2025;Aprovado
SC0009814;32641;C1795712;"CONTROLADOR LOGICO PROGRAMAVEL; CAPACIDADE DE MEMORIA: 64 MB/FLASH; PORTA DE COMUNICACAO: ETHERNET; TENSAO DE ALIMENTACAO: 24 VCC/VCA; REQUISITOS ADICIONAIS: EBCON - CONTROLADOR ENTELIBUS COM 4 SLOT S.";2.0;02/12/2024;17/12/2025;PC0002858;03/12/2024;03/12/2024;;2.0;0.0;15/12/2022;90112;03/12/2024;30/01/2025;Aprovado
SC0009814;32641;C1191546;"CONECTOR PARAFUSO FENDIDO; SIMPLES; MATERIAL: COBRE ELETROLITICO; REVESTIMENTO: ESTANHADO; APLICACAO: CONDUTORES DE COBRE; CONDUTOR PRINCIPAL: 16,00 MM2; CONDUTOR DERIVACAO: 2,50 - 16,00 MM2; FAB: INTELLI - REF: PF-16.";2.0;02/12/2024;17/12/2025;PC0002858;03/12/2024;03/12/2024;;2.0;0.0;15/12/2022;90112;03/12/2024;30/01/2025;Aprovado
SC0009817;02485;C1463589;"UNIDADE REFRIGERACAO; APLICACAO: PREDIAL; CONDENSADORA; COMPRESSOR: COM COMPRESSOR; MONTAGEM: EXTERNA; CAPACIDADE TERMICA: 4,0 TR; GAS REFRIGERANTE: R410A; TENSAO DE ALIMENTACAO: TRIFASICO 380 V; FREQUENCIA: 50/60 HZ; REQUISITOS ADICIONAIS: TIPO AXIAL VERTICAL; COMPRESSOR ROTATIVO; FRIO-FAMILIA UTOPIA.";3.0;02/12/2024;29/11/2024;PC0002957;10/12/2024;10/12/2024;;3.0;0.0;19/06/2024;125448;13/12/2024;30/01/2025;Aprovado
SC0009817;02485;C1811591;"BICO CORTE MACARICO; SERIE 1502; GAS: OXI-ACETILENICO; MATERIAL: COBRE ELETROLITICO; TRATAMENTO SUPERFICIAL: SEM TRATAMENTO; TAMANHO: NR12; ESPESSURA DE CORTE: 11 A 16 MM.";1.0;02/12/2024;29/11/2024;PC0002957;10/12/2024;10/12/2024;;1.0;0.0;19/06/2024;125448;13/12/2024;30/01/2025;Aprovado
SC0009817;02485;C1824006;"FERRO SOLDA; CANETA; MATERIAL CORPO: PLASTICO; CONTROLE DE TEMPERATURA: ESTABILIZADA; ISOLACAO: COMUM; POTENCIA: 34 W; TENSAO: 220 V; REQUISITOS ADICIONAIS: HIKARI; POWER MOD 40.";0.2;02/12/2024;29/11/2024;PC0002957;10/12/2024;10/12/2024;;0.2;0.0;19/06/2024;125448;13/12/2024;30/01/2025;Aprovado
SC0009817;02485;C1797065;"TRANSMISSOR GAS; TIPO DE GAS: MONOXIDO DE CARBONO; TECNOLOGIA: ANALOGICO; DISPLAY: SEM DISPLAY; SENSOR: COM SENSOR; TECNICA DE TRANSMISSAO: 2 FIOS; CONEXAO AO PROCESSO: SEM CONEXAO; CONEXAO ELETRICA: PRENSA CABO; ENTIDADE CERTIFICADORA: SEM CERTIFICACAO; TENSAO DE ALIMENTACAO: 10-35 VCC; SINAL DE SAIDA: 4 A 20 MA; TEMPERATURA DE OPERACAO: - 20 A 50 GRAUS CELSIUS; FAIXA DE MEDICAO: 200 - 500 PPM; REQUISITOS ADICIONAIS: HTTP://WWW.WEBMERCATO.COM.BR/ECOMMERCE_SITE/PRODUTO_18188_6377_TRANSMISSOR-DE-GASES-MONOXIDO-DE-CARBONO-DIOXIDO-NITROGENIO-GSTA-; FAB: DWYER - REF: GSTA-C.";2.0;02/12/2024;29/11/2024;PC0002957;10/12/2024;10/12/2024;;2.0;0.0;29/07/2024;125668;13/12/2024;30/01/2025;Aprovado
SC0009783;32048;C1798106;"DISCO CORTE DIAMANTADO; CORTE: SECO; ANEL: CONTINUO; APLICACAO: CERAMICA/MARMORE; DIAMETRO EXTERNO: 230,0 MM; DIAMETRO DO FURO: 25,4 MM; FAB: VONDER.";10.0;29/11/2024;14/12/2024;PC0002853;03/12/2024;03/12/2024;;10.0;0.0;30/04/2024;6973;03/12/2024;30/01/2025;Aprovado
SC0009783;32048;C1799794;"OLEO DESENGRIPANTE; BASE: SOLVENTE/LUBRIFICANTE; FORNECIMENTO: AEROSOL 300 ML; REQUISITOS ADICIONAIS: LIMPADOR, LUBRIFICANTE E SOLUCAO ANTICORROSIVA; FAB: ROCKET - REF: WD-40.";5.0;29/11/2024;14/12/2024;PC0002853;03/12/2024;03/12/2024;;5.0;0.0;30/04/2024;6973;03/12/2024;30/01/2025;Aprovado
SC0009772;32171;C674058;"FORRO MODULAR; REGUA ABERTA; MATERIAL: PVC; REVESTIMENTO: SEM REVESTIMENTO; COR: BRANCA; PADRAO: LISO; DIMENSOES: 200 X 6000 MM.";50.0;29/11/2024;14/12/2024;PC0002874;03/12/2024;03/12/2024;;50.0;0.0;22/07/2024;7177;03/12/2024;30/01/2025;Aprovado
SC0009781;32528;C1140251;"ARGAMASSA; APLICACAO: REPARO CONCRETO; COR: CINZA; AMBIENTE: INTERNO/EXTERNO; RESISTENCIA: 47,1 MPA; FORNECIMENTO: CAIXA 20 KG.";25.0;29/11/2024;14/12/2024;PC0002873;03/12/2024;03/12/2024;;25.0;0.0;02/08/2024;7202;03/12/2024;30/01/2025;Aprovado
SC0009820;32656;C1295856;"PRESSURIZADOR AGUA; AUTOMATICO VERTICAL; TENSAO DE TRABALHO: 220 V; POTENCIA: 1 CV; PRESSAO: 10 BAR; ACESSORIOS: BOMBA/CHAVE PART DOL/PRESSOSTATO/FLUXOSTATO; REQUISITOS ADICIONAIS: CM 5-2; FAB: GRUNDFOS - REF: HYDRO SOLO PLUS.";1.0;03/12/2024;18/12/2024;PC0002887;04/12/2024;04/12/2024;;1.0;0.0;02/12/2024;62697;06/12/2024;30/01/2025;Aprovado
SC0009820;32656;C1295856;"PRESSURIZADOR AGUA; AUTOMATICO VERTICAL; TENSAO DE TRABALHO: 220 V; POTENCIA: 1 CV; PRESSAO: 10 BAR; ACESSORIOS: BOMBA/CHAVE PART DOL/PRESSOSTATO/FLUXOSTATO; REQUISITOS ADICIONAIS: CM 5-2; FAB: GRUNDFOS - REF: HYDRO SOLO PLUS.";1.0;03/12/2024;18/12/2024;PC0002887;04/12/2024;04/12/2024;;1.0;0.0;02/12/2024;62697;04/12/2024;30/01/2025;Cancelada
SC0009765;02041;C464134;"ACUCAR; REFINADO; FORNECIMENTO: SACHE 6 GRAMAS.
ACUCAR SACHE 5G 400UN";2.0;29/11/2024;14/12/2024;PC0002881;03/12/2024;04/12/2024;;2.0;0.0;27/11/2024;35770;04/12/2024;30/01/2025;Aprovado
SC0009765;02041;C174905;"PANO LIMPEZA; SACO ALVEJADO; MATERIAL: ALGODAO; COR: BRANCO; DIMENSOES: 400 X 670 MM; FORNECIMENTO: INDIVIDUAL.
PANO CHAO 44X68 FLAN SUPER REF BRANCO TIPO A";6.0;29/11/2024;14/12/2024;PC0002881;03/12/2024;04/12/2024;;6.0;0.0;27/11/2024;35770;04/12/2024;30/01/2025;Aprovado
SC0009765;02041;C499522;"FLANELA; COR: BRANCA; DIMENSOES: 380 X 580 MM; FORNECIMENTO: PACOTE COM 1 UNIDADE; REQUISITOS ADICIONAIS: TAMANHO: GRANDE.
FLANELA 40X60 BRANCA";3.0;29/11/2024;14/12/2024;PC0002881;03/12/2024;04/12/2024;;3.0;0.0;27/11/2024;35770;04/12/2024;30/01/2025;Aprovado
SC0009330;32048;C398998;"TUBO; MATERIAL: PVC-CLORETO POLIVINILA; COR: BRANCO; EXTREMIDADE: PONTA/BOLSA; PADRAO DIMENSIONAL; ESPESSURA: 1,8 MM; DIAMETRO: 100 MM; REQUISITOS ADICIONAIS: ESGOTO; BARRA 6 MTS.";200.0;14/11/2024;29/11/2024;PC0002672;20/11/2024;20/11/2024;;200.0;0.0;14/09/2023;31198;20/11/2024;19/12/2024;Aprovado
SC0009330;32048;C175542;"ANEL VEDACAO TUBO; ESGOTO SERIE NORMAL; MATERIAL: BORRACHA SINTETICA-SBR; DIAMETRO: 100 MM.";300.0;14/11/2024;29/11/2024;PC0002672;20/11/2024;20/11/2024;;300.0;0.0;14/09/2023;31198;20/11/2024;19/12/2024;Aprovado
SC0009330;32048;C497340;"COTOVELO; 45 GRAUS; MATERIAL: PVC-CLORETO POLIVINILA; COR: BRANCO; EXTREMIDADE: PONTA/BOLSA; PADRAO DIMENSIONAL: DIAMETRO: 100 MM; REQUISITOS ADICIONAIS: ESGOTO SERIE NORMAL; FAB: TIGRE - REF: 26.21.100.0; FAB: AMANCO - REF: CCB 11631.";70.0;14/11/2024;29/11/2024;PC0002672;20/11/2024;20/11/2024;;70.0;0.0;14/09/2023;31198;20/11/2024;19/12/2024;Aprovado
SC0009330;32048;C138952;"JUNCAO; DUPLA; MATERIAL: PVC-CLORETO POLIVINILA; COR: BRANCO; EXTREMIDADE: PONTA/BOLSA/BOLSA/BOLSA; PADRAO DIMENSIONAL: DIAMETRO: 100 X 100 X 100 MM; REQUISITOS ADICIONAIS: 45GR P/DRENAGEM.";20.0;14/11/2024;29/11/2024;PC0002672;20/11/2024;20/11/2024;;20.0;0.0;14/09/2023;31198;20/11/2024;19/12/2024;Aprovado
SC0009330;32048;C552553;"LUVA; SIMPLES; MATERIAL: PVC-CLORETO POLIVINILA; COR: BRANCO; EXTREMIDADE: PONTA/BOLSA; PADRAO DIMENSIONAL:; DIAMETRO: 150 MM; REQUISITOS ADICIONAIS: ESGOTO SERIE NORMAL;";50.0;14/11/2024;29/11/2024;PC0002672;20/11/2024;20/11/2024;;50.0;0.0;14/09/2023;31198;20/11/2024;19/12/2024;Aprovado
SC0009778;32641;C944146;"GESSO; APLICACAO: COLAGEM; FORNECIMENTO: SACO 20 KG.";2.0;29/11/2024;14/12/2024;PC0002839;02/12/2024;02/12/2024;;2.0;0.0;19/12/2024;3230;09/01/2025;30/01/2025;Aprovado
SC0009795;32675;C1813911;"ESPELHO; LAPIDADO; MATERIAL: CRISTAL; FORMATO: RETANGULAR; DIMENSOES: 1800 X 2650 X 6 MM.";1.0;02/12/2024;17/12/2024;PC0002854;03/12/2024;03/12/2024;;1.0;0.0;19/11/2024;2522;03/12/2024;30/01/2025;Aprovado
SC0009795;32675;C1795543;"ESPELHO; LAPIDADO; MATERIAL: VIDRO; DIMENSOES: 4 MM.";1.0;02/12/2024;17/12/2024;PC0002854;03/12/2024;03/12/2024;;1.0;0.0;19/11/2024;2522;03/12/2024;30/01/2025;Aprovado
SC0009795;32675;C1798220;"ESPELHO; LAPIDADO; MATERIAL: VIDRO; FORMATO: RETANGULAR; DIMENSOES: 1600 X 700 X 4 MM; REQUISITOS ADICIONAIS: CRISTAL CEBRACE, CANTO BISOTADO 20MM.";1.0;02/12/2024;17/12/2024;PC0002854;03/12/2024;03/12/2024;;1.0;0.0;19/11/2024;2522;03/12/2024;30/01/2025;Aprovado
SC0009795;32675;C1813958;"ESPELHO; LAPIDADO; MATERIAL: CRISTAL; FORMATO: RETANGULAR; DIMENSOES: 2200 X 1800 X 6 MM.";1.0;02/12/2024;17/12/2024;PC0002854;03/12/2024;03/12/2024;;1.0;0.0;19/11/2024;2522;03/12/2024;30/01/2025;Aprovado
SC0009792;32655;C252645;"AREIA; NAO LAVADA; GRANULOMETRIA: MEDIA; APLICACAO: USO GERAL; FORNECIMENTO: A GRANEL.";24.77;30/11/2024;15/12/2025;PC0002835;02/12/2024;02/12/2024;;24.77;0.0;08/11/2022;102576;02/12/2024;30/01/2025;Aprovado
SC0009797;32675;C1321200;"BANCO ASSENTO; MODELO: SEM ENCOSTO; MATERIAL: MADEIRA; COR: NATURAL; DIMENSOES: 1500 X 600 X 450 MM; REQUISITOS ADICIONAIS: TOURELLE.";1.0;02/12/2024;17/12/2024;PC0002856;03/12/2024;03/12/2024;;1.0;0.0;13/11/2024;2997;03/12/2024;30/01/2025;Aprovado
SC0009789;32655;C944195;"AREIA; LAVADA; GRANULOMETRIA: EXTRA GROSSA; APLICACAO: USO GERAL; FORNECIMENTO: A GRANEL.";16.99;29/11/2024;14/12/2025;PC0002843;02/12/2024;02/12/2024;;16.99;0.0;28/04/2022;87216;02/12/2024;30/01/2025;Aprovado
SC0009803;32666;C1816342;"BANDEIRA; MODELO: NOVOTEL; APLICACAO: USO EXTERNO; CONSTRUCAO: 2 PANOS; MATERIAL: TECIDO; DIMENSOES: 135 X 193 CM; ACESSORIOS: SEM ACESSORIOS.";2.0;02/12/2024;17/12/2024;PC0002859;03/12/2024;03/12/2024;;2.0;0.0;22/11/2024;796;03/12/2024;30/01/2025;Aprovado
SC0009804;32633;C1826717;"ARGAMASSA; APLICACAO: CONTRAPISO C/VERMICULITA; COR: CINZA; AMBIENTE: INTERNO/EXTERNO; FORNECIMENTO: SACO 25 KG.";140.0;02/12/2024;17/12/2024;PC0002864;03/12/2024;03/12/2024;;3500.0;-3360.0;04/12/2024;428;;30/01/2025;NF devolvida
SC0009807;32633;C1055006;"COTOVELO; 45 GRAUS; MATERIAL: PPR-POLIPROPILENO RANDOMICO; COR: VERDE; EXTREMIDADE: ENCAIXE; PADRAO DIMENSIONAL: IRAM 13472; DIAMETRO: 20 MM; REQUISITOS ADICIONAIS: TERMOFUSAO; FAB: AMANCO - REF: CCB 14206.";10.0;02/12/2024;17/12/2024;PC0002866;03/12/2024;03/12/2024;;10.0;0.0;28/11/2024;1099;09/12/2024;30/01/2025;Aprovado
SC0009541;32171;C137335;"LAMPADA VAPOR METALICO; BULBO: OVOIDE; ACABAMENTO: CLARA; BASE: E-40; POTENCIA: 400 W; REQUISITOS ADICIONAIS: TENSAO: 220 V; DMENSOES: 46X285MM.";10.0;22/11/2024;07/12/2024;PC0002711;22/11/2024;22/11/2024;;10.0;0.0;21/09/2023;27919;22/11/2024;19/12/2024;Aprovado
SC0009541;32171;C1002292;"REATOR LAMPADA FLUORESCENTE; ELETRONICO; FREQUENCIA: 60 HZ; FATOR DE POTENCIA: ALTO; PARTIDA: RAPIDA; TENSAO: 220/240 V; QUANTIDADE DE LAMPADAS: 2; POTENCIA NOMINAL: 14 A 35 W; REQUISITOS ADICIONAIS: 2 GER; FAB: OSRAM - REF: QTP5 2X14-35/220-240.";1.0;22/11/2024;07/12/2024;PC0002711;22/11/2024;22/11/2024;;1.0;0.0;21/09/2023;27919;22/11/2024;19/12/2024;Aprovado
SC0009541;32171;C1007733;"LAMPADA FLUORESCENTE COMPACTA; BULBO: U DUPLO; TONALIDADE: BRANCA FRIA; BASE: G24Q-3; REATOR: COM REATOR; TENSAO: 220 V; POTENCIA: 26 W; FAB: OSRAM - REF: DULUX D/E 26W/41-827.";2.0;22/11/2024;07/12/2024;PC0002711;22/11/2024;22/11/2024;;2.0;0.0;21/09/2023;27919;22/11/2024;19/12/2024;Aprovado
SC0009541;32171;C1033365;"LAMPADA FLUORESCENTE TUBULAR; BASE: G13; TONALIDADE: BRANCA FRIA; POTENCIA: 20 W; FAB: OSRAM - REF: L20 W 765 - T10.";6.0;22/11/2024;07/12/2024;PC0002711;22/11/2024;22/11/2024;;6.0;0.0;21/09/2023;27919;22/11/2024;19/12/2024;Aprovado
SC0009541;32171;C1094189;"LANTERNA; APOIO SUPERFICIE; MATERIAL DO CORPO: PLASTICA; COR: PRETA/VERMELHA; LAMPADA: LED; ACESSORIOS: SEM ACESSORIOS; ALIMENTACAO: BATERIA; PILHA/BATERIA: INCLUSA; FAB: HILTI - REF: SFL 22-A.";2.0;22/11/2024;07/12/2024;PC0002711;22/11/2024;22/11/2024;;2.0;0.0;21/09/2023;27919;22/11/2024;19/12/2024;Aprovado
SC0009541;32171;C1128533;"LAMPADA FLUORESCENTE TUBULAR; BASE: G13; TONALIDADE: BRANCA FRIA; POTENCIA: 16 W; REQUISITOS ADICIONAIS: LAMPADA FLUORESCENTE FT T8-16W/840.";1.0;22/11/2024;07/12/2024;PC0002711;22/11/2024;22/11/2024;;1.0;0.0;21/09/2023;27919;22/11/2024;19/12/2024;Aprovado
SC0009541;32171;C1129825;"LAMPADA FLUORESCENTE TUBULAR; BASE: G13; TONALIDADE: BRANCA FRIA; POTENCIA: 32 W; FAB: PHILIPS - REF: T8 32W/830.";2.0;22/11/2024;07/12/2024;PC0002711;22/11/2024;22/11/2024;;2.0;0.0;21/09/2023;27919;22/11/2024;19/12/2024;Aprovado
SC0009177;32655;C1286841;"GUARDA CORPO; FIXO; APLICACAO: ESCADA; MATERIAL: ACO CARBONO; REVESTIMENTO: SEM REVESTIMENTO; DIMENSOES: 15000 X 1100 MM; REQUISITOS ADICIONAIS: REDONDO DE 1.1/2"".";25.14;08/11/2024;23/12/2024;PC0002704;22/11/2024;22/11/2024;;25.14;0.0;25/04/2023;788;22/11/2024;19/12/2024;Aprovado
SC0009177;32655;C1079493;"ESCADA; DE ABRIR; MATERIAL: ALUMINIO; SAPATA: BORRACHA; ARTICULACAO: PATAMAR; CAPACIDADE: 120 KG; DEGRAUS: 2 LADOS; NUMERO DE DEGRAUS: 6 DEGRAUS; COMPRIMENTO: 1,70/2,10 M.";3.0;08/11/2024;23/12/2024;PC0002704;22/11/2024;22/11/2024;;3.0;0.0;25/04/2023;788;22/11/2024;19/12/2024;Aprovado
SC0009526;32171;C1794178;"REFEICOES E LANCHES; FORNECIMENTO DE CAFE DA MANHA - LANCHE.";1.0;22/11/2024;07/12/2024;PC0002716;22/11/2024;22/11/2024;;1.0;0.0;01/11/2023;749;22/11/2024;19/12/2024;Aprovado
SC0009531;32171;C1794171;"REFEICAO PRONTA; JANTAR.";1.0;22/11/2024;07/12/2024;PC0002714;22/11/2024;22/11/2024;;1.0;0.0;06/12/2023;80;22/11/2024;19/12/2024;Aprovado
SC0009765;02041;C384983;"SACO LIXO; APLICACAO: USO GERAL; MATERIAL: PLASTICO; COR: PRETO; BOCA: NORMAL; CAPACIDADE: 60 LITROS; FORNECIMENTO: PACOTE 100 UNIDADES.
SACO LIXO PRETO 60L 100UN CAICO";6.0;29/11/2024;14/12/2024;PC0002881;03/12/2024;04/12/2024;;6.0;0.0;27/11/2024;35770;04/12/2024;30/01/2025;Aprovado
SC0009765;02041;C521577;"PAPEL HIGIENICO; FOLHA: DUPLA INTERFOLHADA; COR: BRANCO; PERFUME: NEUTRO; DIMENSOES: 20,70 X 11,00 CM; FORNECIMENTO: CAIXA COM 8000 FOLHAS; REQUISITOS ADICIONAIS: JOFEL CAI CAI; FAB: JOFEL.
PAPEL HIG F DUPLA CAI CAI CX 800UN STYLE NOBRE";8.0;29/11/2024;14/12/2024;PC0002881;03/12/2024;04/12/2024;;8.0;0.0;27/11/2024;35770;04/12/2024;30/01/2025;Aprovado
SC0009765;02041;C767131;"PAPEL TOALHA; INTERFOLHA; FOLHA: SIMPLES; ACABAMENTO: LISO; COR: BRANCO; DIMENSOES: 20,0 X 22,5 CM; EMBALAGEM: PACOTE C/2000 FOLHAS.
PAPEL TOALHA VIR FD 2400UN ELEGANTE SULLEG";12.0;29/11/2024;14/12/2024;PC0002881;03/12/2024;04/12/2024;;12.0;0.0;27/11/2024;35770;04/12/2024;30/01/2025;Aprovado
SC0009765;02041;C767593;"ACUCAR; CRISTAL; FORNECIMENTO: PACOTE 1 KG.";8.0;29/11/2024;14/12/2024;PC0002881;03/12/2024;04/12/2024;;8.0;0.0;27/11/2024;35770;04/12/2024;30/01/2025;Aprovado
